pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
7wou	G	G	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/30/22	The state 4 of Omicron Spike with bispecific antibody FD01	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhang, X., Zhan, W.Q., Chen, Z.G., Sun, L.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7wov	D	D	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/30/22	The state 5 of Omicron Spike with bispecific antibody FD01	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhang, X., Zhan, W.Q., Sun, L., Chen, Z.G.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7wov	E	E	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/30/22	The state 5 of Omicron Spike with bispecific antibody FD01	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhang, X., Zhan, W.Q., Sun, L., Chen, Z.G.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7wov	F	F	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/30/22	The state 5 of Omicron Spike with bispecific antibody FD01	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhang, X., Zhan, W.Q., Sun, L., Chen, Z.G.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7wov	G	G	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/30/22	The state 5 of Omicron Spike with bispecific antibody FD01	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhang, X., Zhan, W.Q., Sun, L., Chen, Z.G.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7wov	H	H	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/30/22	The state 5 of Omicron Spike with bispecific antibody FD01	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhang, X., Zhan, W.Q., Sun, L., Chen, Z.G.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7wov	I	I	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/30/22	The state 5 of Omicron Spike with bispecific antibody FD01	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhang, X., Zhan, W.Q., Sun, L., Chen, Z.G.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7wow	D	D	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/30/22	The state 6 of Omicron Spike with bispecific antibody FD01	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhang, X., Zhan, W.Q., Chen, Z.G., Sun, L.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7wow	E	E	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/30/22	The state 6 of Omicron Spike with bispecific antibody FD01	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhang, X., Zhan, W.Q., Chen, Z.G., Sun, L.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7wow	F	F	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/30/22	The state 6 of Omicron Spike with bispecific antibody FD01	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhang, X., Zhan, W.Q., Chen, Z.G., Sun, L.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7wow	G	G	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/30/22	The state 6 of Omicron Spike with bispecific antibody FD01	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhang, X., Zhan, W.Q., Chen, Z.G., Sun, L.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7wow	H	H	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/30/22	The state 6 of Omicron Spike with bispecific antibody FD01	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhang, X., Zhan, W.Q., Chen, Z.G., Sun, L.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7wow	I	I	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/30/22	The state 6 of Omicron Spike with bispecific antibody FD01	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhang, X., Zhan, W.Q., Chen, Z.G., Sun, L.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7wow	M	M	0	J	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/30/22	The state 6 of Omicron Spike with bispecific antibody FD01	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhang, X., Zhan, W.Q., Chen, Z.G., Sun, L.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7wow	N	N	0	J	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/30/22	The state 6 of Omicron Spike with bispecific antibody FD01	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhang, X., Zhan, W.Q., Chen, Z.G., Sun, L.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7wow	O	O	0	K	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/30/22	The state 6 of Omicron Spike with bispecific antibody FD01	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhang, X., Zhan, W.Q., Chen, Z.G., Sun, L.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7wow	P	P	0	K	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/30/22	The state 6 of Omicron Spike with bispecific antibody FD01	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhang, X., Zhan, W.Q., Chen, Z.G., Sun, L.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7wow	Q	Q	0	L	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/30/22	The state 6 of Omicron Spike with bispecific antibody FD01	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhang, X., Zhan, W.Q., Chen, Z.G., Sun, L.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7wow	R	R	0	L	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/30/22	The state 6 of Omicron Spike with bispecific antibody FD01	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhang, X., Zhan, W.Q., Chen, Z.G., Sun, L.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
8e9y	E	E	0	B | C	protein | protein	NA | NA	minigq | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	11/30/22	CryoEM structure of miniGq-coupled hM3Dq in complex with CNO	Homo sapiens	homo sapiens		homo sapiens | homo sapiens	Zhang, S., Fay, J.F., Roth, B.L.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
8eb2	J	L	0	D	protein	NA	hla-a*02	IMMUNE SYSTEM	11/30/22	Structure of HLA-A*02:01 in complex with NY-ESO-1 peptide and PA2.1 Fab	Homo sapiens; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Jette, C.J., West, A.P.	2.9	X-RAY DIFFRACTION	0.284	0.239	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
8eb2	K	M	0	A	protein	NA	hla-a*02	IMMUNE SYSTEM	11/30/22	Structure of HLA-A*02:01 in complex with NY-ESO-1 peptide and PA2.1 Fab	Homo sapiens; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Jette, C.J., West, A.P.	2.9	X-RAY DIFFRACTION	0.284	0.239	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
8eb2	N	O	0	G	protein	NA	hla-a*02	IMMUNE SYSTEM	11/30/22	Structure of HLA-A*02:01 in complex with NY-ESO-1 peptide and PA2.1 Fab	Homo sapiens; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Jette, C.J., West, A.P.	2.9	X-RAY DIFFRACTION	0.284	0.239	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
7t17	J	K	0	C	protein	NA	core protein	VIRUS	11/23/22	Zika Virus asymmetric unit bound with IgM antibody DH1017 Fab fragment	Homo sapiens; Zika virus	homo sapiens	homo sapiens	zika virus	Miller, A.S., Kuhn, R.J.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV4	IGLV1	Lambda	None	None	None	None	None
7t17	F	G	0	A	protein	NA	core protein	VIRUS	11/23/22	Zika Virus asymmetric unit bound with IgM antibody DH1017 Fab fragment	Homo sapiens; Zika virus	homo sapiens	homo sapiens	zika virus	Miller, A.S., Kuhn, R.J.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV4	IGLV1	Lambda	None	None	None	None	None
7sqp	B	NA	0	A	protein	NA	protein e7 peptide,beta-2-microglobulin,mhc class i antigenchimera 	IMMUNE SYSTEM	11/23/22	Single chain trimer HLA-A*02:01 (Y108C) with HPV.16 E7 peptide YMLDLQPETTDL	Homo sapiens; Human papillomavirus type 16; Pongo pygmaeus	homo sapiens		human papillomavirus type 16, pongo pygmaeus,homo sapiens 	Finton, K.A.K., Rupert, P.B.	2.53	X-RAY DIFFRACTION	0.260	0.239	False	True	IGHV1	NA	NA	None	None	None	None	None
7sqp	D	NA	0	C	protein	NA	protein e7 peptide,beta-2-microglobulin,mhc class i antigenchimera 	IMMUNE SYSTEM	11/23/22	Single chain trimer HLA-A*02:01 (Y108C) with HPV.16 E7 peptide YMLDLQPETTDL	Homo sapiens; Human papillomavirus type 16; Pongo pygmaeus	homo sapiens		human papillomavirus type 16, pongo pygmaeus,homo sapiens 	Finton, K.A.K., Rupert, P.B.	2.53	X-RAY DIFFRACTION	0.260	0.239	False	True	IGHV1	NA	NA	None	None	None	None	None
7tr4	L	H	0	A | P	protein | peptide	NA | NA	hla-a*02 | melanoma antigen recognized by t-cells 1	IMMUNE SYSTEM	11/23/22	MA2-MART1-HLAA0201	Homo sapiens; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens | homo sapiens	Yang, X., Jude, K.M., Garcia, K.C.	2.3	X-RAY DIFFRACTION	0.267	0.223	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
7u9o	H	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	11/23/22	SARS-CoV-2 spike trimer RBD in complex with Fab NE12	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Tsybovsky, Y., Kwong, P.D., Farci, P.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7u9p	H	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	11/23/22	SARS-CoV-2 spike trimer RBD in complex with Fab NA8	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Tsybovsky, Y., Kwong, P.D., Farci, P.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7xmx	E	F	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/23/22	Cryo-EM structure of SARS-CoV-2 spike glycoprotein in complex with three F61 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Li, X.	3.62	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
7xmx	H	I	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/23/22	Cryo-EM structure of SARS-CoV-2 spike glycoprotein in complex with three F61 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Li, X.	3.62	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
7xmx	K	L	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/23/22	Cryo-EM structure of SARS-CoV-2 spike glycoprotein in complex with three F61 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Li, X.	3.62	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
7xmz	H	L	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/23/22	Cryo-EM structure of SARS-CoV-2 spike glycoprotein in complex with three D2 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Li, X.	3.25	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
7xmz	D	E	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/23/22	Cryo-EM structure of SARS-CoV-2 spike glycoprotein in complex with three D2 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Li, X.	3.25	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
7xmz	G	I	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/23/22	Cryo-EM structure of SARS-CoV-2 spike glycoprotein in complex with three D2 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Li, X.	3.25	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
7xst	L	M	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/23/22	Cryo-EM structure of SARS-CoV-2 Omicron spike glycoprotein in complex with three F61 Fab and three D2 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Li, X.	3.04	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
7xst	N	O	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/23/22	Cryo-EM structure of SARS-CoV-2 Omicron spike glycoprotein in complex with three F61 Fab and three D2 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Li, X.	3.04	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
7xst	H	I	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/23/22	Cryo-EM structure of SARS-CoV-2 Omicron spike glycoprotein in complex with three F61 Fab and three D2 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Li, X.	3.04	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
7xst	J	K	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/23/22	Cryo-EM structure of SARS-CoV-2 Omicron spike glycoprotein in complex with three F61 Fab and three D2 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Li, X.	3.04	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
7xst	D	E	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/23/22	Cryo-EM structure of SARS-CoV-2 Omicron spike glycoprotein in complex with three F61 Fab and three D2 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Li, X.	3.04	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
7xst	F	G	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/23/22	Cryo-EM structure of SARS-CoV-2 Omicron spike glycoprotein in complex with three F61 Fab and three D2 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Li, X.	3.04	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
8as0	B	C	0	A	protein	NA	programmed cell death protein 1	ANTITUMOR PROTEIN	11/23/22	PD-1 extracellular domain in complex with Fab fragment from D12 antibody	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Ongaro, T., Scietti, L., Pluss, L., Peissert, F., Villa, A., Puca, E., De Luca, R., Neri, D., Forneris, F.	3.5	X-RAY DIFFRACTION	0.293	0.243	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8as0	E	D	0	F	protein	NA	programmed cell death protein 1	ANTITUMOR PROTEIN	11/23/22	PD-1 extracellular domain in complex with Fab fragment from D12 antibody	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Ongaro, T., Scietti, L., Pluss, L., Peissert, F., Villa, A., Puca, E., De Luca, R., Neri, D., Forneris, F.	3.5	X-RAY DIFFRACTION	0.293	0.243	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8as0	H	G	0	I	protein	NA	programmed cell death protein 1	ANTITUMOR PROTEIN	11/23/22	PD-1 extracellular domain in complex with Fab fragment from D12 antibody	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Ongaro, T., Scietti, L., Pluss, L., Peissert, F., Villa, A., Puca, E., De Luca, R., Neri, D., Forneris, F.	3.5	X-RAY DIFFRACTION	0.293	0.243	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8as0	K	J	0	L	protein	NA	programmed cell death protein 1	ANTITUMOR PROTEIN	11/23/22	PD-1 extracellular domain in complex with Fab fragment from D12 antibody	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Ongaro, T., Scietti, L., Pluss, L., Peissert, F., Villa, A., Puca, E., De Luca, R., Neri, D., Forneris, F.	3.5	X-RAY DIFFRACTION	0.293	0.243	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8as0	N	M	0	O	protein	NA	programmed cell death protein 1	ANTITUMOR PROTEIN	11/23/22	PD-1 extracellular domain in complex with Fab fragment from D12 antibody	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Ongaro, T., Scietti, L., Pluss, L., Peissert, F., Villa, A., Puca, E., De Luca, R., Neri, D., Forneris, F.	3.5	X-RAY DIFFRACTION	0.293	0.243	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8as0	Q	P	0	R	protein	NA	programmed cell death protein 1	ANTITUMOR PROTEIN	11/23/22	PD-1 extracellular domain in complex with Fab fragment from D12 antibody	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Ongaro, T., Scietti, L., Pluss, L., Peissert, F., Villa, A., Puca, E., De Luca, R., Neri, D., Forneris, F.	3.5	X-RAY DIFFRACTION	0.293	0.243	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8as0	W	V	0	X	protein	NA	programmed cell death protein 1	ANTITUMOR PROTEIN	11/23/22	PD-1 extracellular domain in complex with Fab fragment from D12 antibody	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Ongaro, T., Scietti, L., Pluss, L., Peissert, F., Villa, A., Puca, E., De Luca, R., Neri, D., Forneris, F.	3.5	X-RAY DIFFRACTION	0.293	0.243	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8as0	T	S	0	Y	protein	NA	programmed cell death protein 1	ANTITUMOR PROTEIN	11/23/22	PD-1 extracellular domain in complex with Fab fragment from D12 antibody	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Ongaro, T., Scietti, L., Pluss, L., Peissert, F., Villa, A., Puca, E., De Luca, R., Neri, D., Forneris, F.	3.5	X-RAY DIFFRACTION	0.293	0.243	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8dvd	H	L	0	G | E | F	protein | protein | protein	NA | NA | NA	envelope glycoprotein gp160 | envelope glycoprotein gp160 | envelope glycoprotein gp160	VIRAL PROTEIN/Immune System	01/08/09	Cryo-EM structure of SIVmac239 SOS-2P Env trimer in complex with human bNAb PGT145	Homo sapiens; Simian immunodeficiency virus	homo sapiens	homo sapiens	simian immunodeficiency virus | simian immunodeficiency virus | simian immunodeficiency virus	Gorman, J., Kwong, P.D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV2	Kappa	None	None	None	None	None
7six	H	L	0	A | B	protein | protein	NA | NA	spike glycoprotein | spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	11/16/22	Antibody N3-1 bound to RBDs in the up and down conformations	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2  | severe acute respiratory syndrome coronavirus2 	Hsieh, C.-L., McLellan, J.S.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
7sj0	B	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	11/16/22	Antibody A7V3 bound to N-terminal domain of the spike	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Hsieh, C.-L., McLellan, J.S.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
7wvf	C	C	0	A	protein	NA	toll-like receptor 3	IMMUNE SYSTEM/RNA	11/16/22	ectoTLR3-mAb12-poly(I:C) complex	Homo sapiens; SYNTHETIC CONSTRUCT	homo sapiens		homo sapiens	Lim, C.S., Jang, Y.H., Lee, G.Y., Han, G.M., Lee, J.O.	3.91	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
8dim	B	C	0	A	protein	NA	hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	11/16/22	CryoEM structure of Influenza A virus A/Ohio/09/2015 hemagglutinin bound to CR6261 Fab	Homo sapiens; Influenza A virus	homo sapiens	homo sapiens	influenza a virus	Seattle Structural Genomics Center for Infectious Disease (SSGCID)	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
