pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid	species
4lmq	E	I	0	F	protein		stromal cell-derived factor 1	cell adhesion/immune system	07/10/13	Development and Preclinical Characterization of a Humanized Antibody Targeting CXCL12	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Zhong, Z., Wang, J., Li, B., Xiang, H., Ultsch, M., Coons, M., Wong, T, Chiang, N.Y., Clark, S., Clark, R., Quintana, L., Gribling, P., Suto, E., Barck, K., Corpuz, R., Yao, J., Takkar, R., Lee, W.P., Damico-Beyer, L.A., Carano, R.D., Adams, C., Kelley, R.F., Wang, W., Ferrara, N.	2.773	X-RAY DIFFRACTION	0.301	0.253	False	True	IGHV3	IGKV1	Kappa						Homo Sapiens
5xwd	H	D	0	A	protein		epidermal growth factor receptor	SIGNALING PROTEIN	06/29/17	Crystal structure of the complex of 059-152-Fv and EGFR-ECD	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Matsuda, T., Ito, T., Shirouzu, M.	2.894	X-RAY DIFFRACTION	0.331	0.277	False	True	IGHV4	IGLV3	Lambda						Homo Sapiens
7kfw	C	D	0	B	protein		surface glycoprotein	IMMUNE SYSTEM/Viral protein	10/15/20	Structural basis for a germline-biased antibody response to SARS-CoV-2 (RBD:C1A-B3 Fab)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Pan, J., Abraham, J., Clark, L., Clark, S.	2.792	X-RAY DIFFRACTION	0.229	0.189	False	True	IGHV3	IGKV1	Kappa						SARS-CoV-2
3b2u	F	G	0	E	protein		epidermal growth factor receptor	IMMUNE SYSTEM/TRANSFERASE	10/19/07	Crystal structure of isolated domain III of the extracellular region of the epidermal growth factor receptor in complex with the Fab fragment of IMC-11F8	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Ferguson, K.M., Li, S., Kussie, P.	2.58	X-RAY DIFFRACTION	0.291	0.227	False	True	IGHV4	IGKV3	Kappa	1e-09	-12.27	SPR	25	18275813.0	Homo Sapiens
6fxn	D	E	0	A	protein		tumor necrosis factor ligand superfamily member 13b	IMMUNE SYSTEM	03/09/18	Crystal structure of human BAFF in complex with Fab fragment of anti-BAFF antibody belimumab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Lammens, A., Maskos, K., Willen, L., Jiang, X., Schneider, P.	2.9	X-RAY DIFFRACTION	0.231	0.191	False	True	IGHV1	IGLV3	Lambda						Homo Sapiens
3nh7	K	O	0	D	protein		bone morphogenetic protein receptor type-1a	IMMUNE SYSTEM	06/14/10	Crystal structure of the neutralizing Fab fragment AbD1556 bound to the BMP type I receptor IA	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Mueller, T.D., Harth, S., Sebald, W.	2.7	X-RAY DIFFRACTION	0.28	0.234	False	True	IGHV3	IGLV3	Lambda	2e-08	-10.5	SPR	25	20927405.0	Homo Sapiens
7tb8	J	K	0	C	protein		spike glycoprotein	VIRAL PROTEIN/Immune System	12/21/21	Cryo-EM structure of SARS-CoV-2 spike in complex with antibodies B1-182.1 and A19-61.1	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, T., Tsybovsky, T., Kwong, P.D.	2.83	ELECTRON MICROSCOPY			False	True	IGHV3	IGKV1	Kappa						SARS-CoV-2
7neg	H	L	0	E	protein		surface glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	02/04/21	Crystal structure of the N501Y mutant receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-269 Fab	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, D., Ren, J., Stuart, D.	2.19	X-RAY DIFFRACTION	0.223	0.195	False	True	IGHV3	IGKV1	Kappa						SARS-CoV-2
6k7o	F	G	0	R	protein		leukocyte immunoglobulin-like receptor subfamily b member4 	IMMUNE SYSTEM	06/08/19	Complex structure of LILRB4 and h128-3 antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Song, H., Chai, Y., Xu, X., Gao, F.G.	3.004	X-RAY DIFFRACTION	0.27	0.228	False	True	IGHV3	IGKV1	Kappa						Homo Sapiens
5tz2	H	L	0	C	protein		leukocyte surface antigen cd47	IMMUNE SYSTEM	11/21/16	Crystal structure of human CD47 ECD bound to Fab of C47B222	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Cardoso, R.M.F.	2.302	X-RAY DIFFRACTION	0.255	0.201	False	True	IGHV5	IGKV3	Kappa						Homo Sapiens
5yoy	P	M	0	K	protein		tumor necrosis factor	IMMUNE SYSTEM	10/31/17	Crystal structure of the human tumor necrosis factor in complex with golimumab Fv	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Ono, M., Horita, S., Sato, Y., Nomura, Y., Iwata, S., Nomura, N.	2.727	X-RAY DIFFRACTION	0.234	0.19	False	True	IGHV3	IGKV3	Kappa						Homo Sapiens
7epx	H	L	0	A	protein		spike glycoprotein	VIRAL PROTEIN	04/28/21	S protein of SARS-CoV-2 in complex with GW01	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Shen, Y.P., Zhang, Y.Y., Yan, R.H., Li, Y.N., Zhou, Q.	3.0	ELECTRON MICROSCOPY			False	True	IGHV3	IGLV1	Lambda						SARS-CoV-2
6e4x	Z	Y	0	B	protein		hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	07/18/18	Human antibody S5V2-29 in complex with influenza hemagglutinin A/Texas/50/2012 (H3N2)	INFLUENZA A VIRUS (A/TEXAS/50/2012(H3N2)); HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus (a/texas/50/2012(h3n2))	McCarthy, K.R., Harrison, S.C.	2.25	X-RAY DIFFRACTION	0.225	0.203	False	True	IGHV4	IGKV1	Kappa						Influensa A
7mem	H	L	0	E	protein		hemagglutinin ha1 chain	Viral protein/IMMUNE SYSTEM	04/06/21	CryoEM structure of monoclonal Fab 045-09 2B05 binding the lateral patch of influenza virus H1 HA	INFLUENZA A VIRUS (STRAIN SWL A/CALIFORNIA/04/2009 H1N1); HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus (strain swla/california/04/2009 h1n1) 	Han, J., Ward, A.	3.2	ELECTRON MICROSCOPY			False	True	IGHV3	IGKV1	Kappa						Influensa A
5ugy	I	M	0	C	protein		hemagglutinin ha1	VIRAL PROTEIN/IMMUNE SYSTEM	01/10/17	Influenza hemagglutinin in complex with a neutralizing antibody	INFLUENZA A VIRUS (A/SOLOMON ISLANDS/3/2006(H1N1)); HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus (a/solomonislands/3/2006(h1n1)) 	Whittle, J.R.R., Jenni, S., Harrison, S.C.	2.801	X-RAY DIFFRACTION	0.289	0.259	False	True	IGHV1	IGLV3	Lambda						Influensa A
3lzf	H	L	0	A	protein		hemagglutinin, ha1 subunit	VIRAL PROTEIN/IMMUNE SYSTEM	03/01/10	Crystal Structure of Fab 2D1 in Complex with the 1918 Influenza Virus Hemagglutinin	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus	Ekiert, D.C., Wilson, I.A.	2.8	X-RAY DIFFRACTION	0.259	0.23	False	True	IGHV2	IGLV1	Lambda						Influensa A
7cgw	A	B	0	C	protein		programmed cell death protein 1	ANTITUMOR PROTEIN	07/02/20	Complex structure of PD-1 and tislelizumab Fab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Hong, Y., Feng, Y.C., Liu, Y.	3.2	X-RAY DIFFRACTION	0.254	0.218	False	True	IGHV4	IGKV4	Kappa						Homo Sapiens
6t3j	C	D	0	E	protein		tumor necrosis factor receptor superfamily member 10b	APOPTOSIS	10/11/19	Dual Epitope Targeting by Anti-DR5 Antibodies	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Tauchert, M.J., Augustin, M., Krapp, S., Overdijk, M.B., Breij, E.C.W., Hibbert, R.G.	3.05	X-RAY DIFFRACTION	0.282	0.251	False	True	IGHV1	IGKV1	Kappa						Homo Sapiens
7czp	J	N	0	C	protein		spike glycoprotein	VIRAL PROTEIN	09/09/20	S protein of SARS-CoV-2 in complex bound with P2B-1A1	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Yan, R.H., Zhang, Y.Y., Li, Y.N., Zhou, Q.	3.0	ELECTRON MICROSCOPY			False	True	IGHV4	IGLV2	Lambda						SARS-CoV-2
4ogx	H	L	0	A	protein		plasma kallikrein	HYDROLASE/ANTIBODY	01/16/14	Crystal structure of Fab DX-2930 in complex with human plasma kallikrein at 2.4 Angstrom resolution	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Edwards, T.E., Clifton, M.C., Abendroth, J., Nixon, A., Ladner, R.	2.4	X-RAY DIFFRACTION	0.236	0.185	False	True	IGHV3	IGKV1	Kappa						Homo Sapiens
6q0h	H	L	0	A	protein		hemagglutinin	IMMUNE SYSTEM	08/01/19	Inferred intermediate I-7 (I-7-0) of the human antibody lineage 652 in complex with influenza hemagglutinin head domain of A/Beijing/262/95(H1N1)	INFLUENZA A VIRUS (A/BEIJING/262/1995(H1N1)); HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus (a/beijing/262/1995(h1n1))	McCarthy, K.R., Harrison, S.C.	2.75	X-RAY DIFFRACTION	0.269	0.241	False	True	IGHV4	IGLV3	Lambda						Influensa A
6pe8	H	L	0	T	protein		tumor necrosis factor receptor superfamily member 5	IMMUNE SYSTEM	06/20/19	Crystal structure of CD40/ABBV-323 FAB complex	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Argiriadi, M.A.	2.84	X-RAY DIFFRACTION	0.265	0.205	False	True	IGHV3	IGKV4	Kappa						Homo Sapiens
5ggt	H	L	0	A	protein		programmed cell death 1 ligand 1	IMMUNE SYSTEM	06/16/16	PD-L1 in complex with BMS-936559 Fab	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Heo, Y.S.	2.8	X-RAY DIFFRACTION	0.269	0.211	False	True	IGHV1	IGKV3	Kappa						Homo Sapiens
7l02	M	K	0	A	protein		spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	12/10/20	Cryo-EM structure of SARS-CoV-2 2P S ectodomain bound to one copy of domain-swapped antibody 2G12	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Manne, K., Henderson, R., Acharya, P.	3.2	ELECTRON MICROSCOPY			False	True	unknown	IGKV1	Kappa						SARS-CoV-2
6mhr	A	B	0	C	protein		tumor necrosis factor receptor superfamily member 9	IMMUNE SYSTEM	09/18/18	Structure of the human 4-1BB / Urelumab Fab complex	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Kimberlin, C.R., Chin, S.M., Roe-Zurz, Z., Xu, A., Yang, Y.	2.8	X-RAY DIFFRACTION	0.222	0.2	False	True	IGHV4	IGKV3	Kappa						Homo Sapiens
7r8l	H	L	0	E	protein		spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	06/26/21	Structure of the SARS-CoV-2 RBD in complex with neutralizing antibody C099 and CR3022	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Barnes, C.O., Bjorkman, P.J.	2.6	X-RAY DIFFRACTION	0.229	0.18	False	True	IGHV3	IGKV3	Kappa						SARS-CoV-2
7mmo	A	B	0	C	protein		spike protein s1	IMMUNE SYSTEM/VIRAL PROTEIN	04/30/21	LY-CoV1404 neutralizing antibody against SARS-CoV-2	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Hendle, J., Pustilnik, A., Sauder, J.M., Coleman, K.A., Boyles, J.S., Dickinson, C.D.	2.427	X-RAY DIFFRACTION	0.253	0.226	False	True	IGHV2	IGLV2	Lambda						SARS-CoV-2
6o3b	G	E	0	H	protein		frizzled-7	SIGNALING PROTEIN	02/26/19	Crystal structure of Frizzled 7 CRD in complex with F6 Fab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Raman, S., Beilschmidt, M., Fransson, J., Julien, J.P.	2.5	X-RAY DIFFRACTION	0.283	0.248	False	True	IGHV3	IGKV1	Kappa						Homo Sapiens
6vmk	l	k	0	m	protein		unknown	HYDROLASE/IMMUNE SYSTEM	01/28/20	Crystal structure of human Complement Factor D with anti-Factor D Fab 20D12	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Wu, P., Harris, S.F., Eigenbrot, C.	3.01	X-RAY DIFFRACTION	0.215	0.174	False	False	IGHV1	IGKV1	Kappa						Homo Sapiens
7ora	H	L	0	C	protein		spike protein s1	VIRAL PROTEIN	06/04/21	Crystal structure of the T478K mutant receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-45 and COVOX-253 Fabs	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, D., Ren, J., Stuart, D.I.	2.6	X-RAY DIFFRACTION	0.245	0.204	False	True	IGHV1	IGKV3	Kappa						SARS-CoV-2
7uaq	H	L	0	A	protein		spike glycoprotein	VIRAL PROTEIN	03/13/22	Structure of the SARS-CoV-2 NTD in complex with C1520, local refinement	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Barnes, C.O.	3.1	ELECTRON MICROSCOPY			False	True	IGHV3	IGLV4	Lambda						SARS-CoV-2
4yk4	C	B	0	A	protein		hemagglutinin	Viral protein/Immune system	03/03/15	Human antibody 641 I-9 in complex with influenza hemagglutinin H1 Solomon Islands/03/2006	HOMO SAPIENS; INFLUENZA A VIRUS	homo sapiens	homo sapiens	influenza a virus	Schmidt, A.G., Harrison, S.C.	2.8	X-RAY DIFFRACTION	0.26	0.22	False	True	IGHV4	IGKV1	Kappa						Influensa A
4i2x	D	C	0	F	protein		signal-regulatory protein gamma	IMMUNE SYSTEM	11/23/12	Crystal structure of Signal Regulatory Protein gamma (SIRP-gamma) in complex with FabOX117	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Nettleship, J.E., Ren, J., Stuart, D.I., Owens, R.J., Oxford Protein Production Facility (OPPF)	2.48	X-RAY DIFFRACTION	0.26	0.196	False	False	IGHV1	IGKV6	Kappa						Homo Sapiens
3t2n	H	L	0	A	protein		serine protease hepsin	HYDROLASE	07/22/11	Human hepsin protease in complex with the Fab fragment of an inhibitory antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Koschubs, T., Dengl, S., Duerr, H., Kaluza, K., Georges, G., Hartl, C., Jennewein, S., Lanzendoerfer, M., Auer, J., Stern, A., Huang, K.-S., Kostrewa, D., Ries, S., Hansen, S., Kohnert, U., Cramer, P., Mundigl, O.	2.55	X-RAY DIFFRACTION	0.275	0.242	False	True	IGHV7	IGLV7	Lambda	3.98e-08	-10.5	22132769			Homo Sapiens
6urm	H	L	0	F	protein		hemagglutinin	IMMUNE SYSTEM/VIRAL PROTEIN	10/23/19	Crystal structure of vaccine-elicited receptor-binding site targeting antibody LPAF-a.01 in complex with Hemagglutinin H1 A/California/04/2009	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus	Zhou, T., Cheung, S.F., Kwong, P.D.	2.65	X-RAY DIFFRACTION	0.262	0.215	False	True	IGHV2	IGLV3	Lambda						Influensa A
6xq0	B	C	0	A	protein		hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	07/09/20	Human antibody S8V2-18 in complex with the influenza hemagglutinin head domain of A/California/7/2009(NYMC-X181)(H1N1)	INFLUENZA A VIRUS (A/REASSORTANT/NYMC X-181A(A/NYMC X-157 X CALIFORNIA/07/2009)(H1N1)); HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus (a/reassortant/nymc x-181a(a/nymc x-157 x california/07/2009)(h1n1)) 	McCarthy, K.R., Harrison, S.C.	2.3	X-RAY DIFFRACTION	0.268	0.222	False	True	IGHV3	IGKV3	Kappa						Influensa A
5jxe	D	C	0	B	protein		programmed cell death protein 1	IMMUNE SYSTEM	05/13/16	Human PD-1 ectodomain complexed with Pembrolizumab Fab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Na, Z., Bharath, S.R., Song, H.	2.9	X-RAY DIFFRACTION	0.286	0.261	False	True	IGHV1	IGKV3D	Kappa						Homo Sapiens
7mzj	F	E	0	A	protein		spike protein s1	VIRAL PROTEIN	05/24/21	SARS-CoV-2 receptor binding domain bound to Fab WCSL 129 and Fab PDI 93	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Pymm, P., Dietrich, M.H., Tan, L.L., Chan, L.J., Tham, W.H.	2.4	X-RAY DIFFRACTION	0.268	0.222	False	True	IGHV3	IGLV1	Lambda						SARS-CoV-2
7qnx	A	B	0	E	protein		surface glycoprotein	VIRAL PROTEIN	12/23/21	The receptor binding domain of SARS-CoV-2 spike glycoprotein in complex with Beta-55 and EY6A Fabs	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, D., Ren, J., Stuart, D.I.	2.92	X-RAY DIFFRACTION	0.266	0.229	False	True	IGHV4	IGKV1	Kappa						SARS-CoV-2
7beo	H	L	0	R	protein		spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	12/24/20	Crystal structure of the receptor binding domain of SARS-CoV-2 Spike glycoprotein in a ternary complex with COVOX-253H55L and COVOX-75 Fabs	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, D., Zhao, Y., Ren, J., Stuart, D.	3.19	X-RAY DIFFRACTION	0.274	0.234	False	True	IGHV1	IGKV3	Kappa						SARS-CoV-2
3p0y	H	L	0	A	protein		epidermal growth factor receptor	IMMUNE SYSTEM	09/29/10	anti-EGFR/HER3 Fab DL11 in complex with domain III of EGFR extracellular region	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Eigenbrot, C., Shia, S.	1.8	X-RAY DIFFRACTION	0.215	0.181	False	True	IGHV3	IGKV1	Kappa	1.92e-09	-12.36	SPR	37	22014573.0	Homo Sapiens
5tzt	H	L	0	C	protein		leukocyte surface antigen cd47	IMMUNE SYSTEM	11/22/16	Crystal structure of human CD47 ECD bound to Fab of C47B161	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Cardoso, R.M.F.	2.89	X-RAY DIFFRACTION	0.328	0.257	False	True	IGHV1	IGKV1	Kappa						Homo Sapiens
6b3s	C	D	0	B	protein		epidermal growth factor receptor	TRANSFERASE/immune system	09/23/17	Crystal structure of the Fab fragment of necitumumab (Fab11F8) in complex with domain III from a cetuximab resistant variant of EGFR (sEGFRd3-S468R)	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Ferguson, K.M., Bagchi, A.	2.8	X-RAY DIFFRACTION	0.245	0.208	False	True	IGHV4	IGKV3	Kappa						Homo Sapiens
4wv1	B	A	0	C	protein		fibroblast growth factor receptor 2	TRANSFERASE/IMMUNE SYSTEM	11/04/14	Crystal structure of the FGFR2 D2 domain in complex with Fab 2B.1.3	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Yin, Y., Carter, P.J.	2.362	X-RAY DIFFRACTION	0.244	0.198	False	True	IGHV3	IGKV1	Kappa						Homo Sapiens
5wi9	H	L	0	A	protein		beta-klotho	STRUCTURAL PROTEIN	07/18/17	Crystal structure of KL with an agonist Fab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Johnstone, S., Min, X., Wang, Z.	2.7	X-RAY DIFFRACTION	0.27	0.216	False	True	IGHV3	IGKV3	Kappa						Homo Sapiens
7seg	H	L	0	C	protein		low affinity immunoglobulin gamma fc region receptor iii-a	ANTITUMOR PROTEIN	09/30/21	Crystal structure of the complex of CD16A bound by an anti-CD16A Fab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Kiefer, J.R., Wallweber, H.A., Polson, A.G.	2.156	X-RAY DIFFRACTION	0.234	0.189	False	True	IGHV1	IGLV3	Lambda						Homo Sapiens
7jmp	H	L	0	A	protein		spike protein s1	Viral Protein/IMMUNE SYSTEM	08/02/20	Crystal structure of SARS-CoV-2 receptor binding domain in complex with neutralizing antibody COVA2-39	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wu, N.C., Yuan, M., Liu, H., Zhu, X., Wilson, I.A.	1.712	X-RAY DIFFRACTION	0.209	0.177	False	True	IGHV3	IGLV2	Lambda						SARS-CoV-2
7mw2	F	G	0	B	protein		spike glycoprotein	VIRAL PROTEIN/Immune System	05/15/21	Structure of the SARS-CoV-2 Spike trimer with all RBDs down in complex with the Fab fragment of human neutralizing antibody clone 6	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Hu, Y., Xiong, Y.	2.97	ELECTRON MICROSCOPY			False	True	IGHV1	IGKV3	Kappa						SARS-CoV-2
6a4k	I	M	0	B	protein		hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	06/20/18	Human antibody 32D6 Fab in complex with H1N1 influenza A virus HA1	INFLUENZA A VIRUS (A/CALIFORNIA/7/2009(H1N1)); HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus (a/california/7/2009(h1n1))	Lee, C.C., Ko, T.P., Lin, L.L., Wang, A.H.J.	3.15	X-RAY DIFFRACTION	0.233	0.175	False	True	IGHV4	IGLV4	Lambda						Influensa A
7k90	M	N	0	A	protein		spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	09/27/20	Structure of the SARS-CoV-2 S 6P trimer in complex with the human neutralizing antibody Fab fragment, C144	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Barnes, C.O., Esswein, S.R., Bjorkman, P.J.	3.24	ELECTRON MICROSCOPY			False	True	IGHV3	IGLV2	Lambda						SARS-CoV-2
7mzh	B	C	0	A	protein		spike protein s1	VIRAL PROTEIN	05/24/21	SARS-CoV-2 receptor binding domain bound to Fab WCSL 119	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Pymm, P., Tan, L.L., Dietrich, M.H., Chan, L.J., Tham, W.H.	2.1	X-RAY DIFFRACTION	0.265	0.22	False	True	IGHV1	IGLV1	Lambda						SARS-CoV-2
6m58	C	D	0	B	protein		serum albumin	IMMUNE SYSTEM	03/10/20	Crystal structure of a complex between human serum albumin and the antibody Fab SL335	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Cho, S.Y., Yoon, S.I.	2.95	X-RAY DIFFRACTION	0.242	0.193	False	True	IGHV3	IGKV3	Kappa						Homo Sapiens
7e8f	C	B	0	R	protein		spike protein s1	VIRAL PROTEIN	03/01/21	SARS-CoV-2 NTD in complex with N9 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Du, S., Xiao, J., Zhang, Z.	3.18	ELECTRON MICROSCOPY			False	True	IGHV3	IGKV2	Kappa						SARS-CoV-2
6xkp	M	N	0	B	protein		spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	06/26/20	Crystal structure of SARS-CoV-2 receptor binding domain in complex with neutralizing antibody CV07-270	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Liu, H., Yuan, M., Zhu, X., Wu, N.C., Wilson, I.A.	2.72	X-RAY DIFFRACTION	0.269	0.22	False	True	IGHV3	IGLV2	Lambda						SARS-CoV-2
6pi7	C	B	0	A	protein		tudor and kh domain-containing protein	PROTEIN BINDING	06/26/19	Crystal structure of the TDRD2 extended Tudor domain in complex with an antibody fragment and the PIWIL1 peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Liu, K., Min, J.R., Structural Genomics Consortium (SGC)	2.8	X-RAY DIFFRACTION	0.206	0.19	False	True	IGHV3	IGKV1	Kappa						Homo Sapiens
7mdp	H	I	0	A	protein		isoform 2b of gtpase kras	HYDROLASE/Immune System	04/05/21	KRas G12C in complex with G-2897	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Oh, A., Frank, Y., Wang, W.	1.96	X-RAY DIFFRACTION	0.229	0.195	False	True	IGHV4	IGLV1	Lambda						Homo Sapiens
6pzy	I	L	0	F	protein		neuraminidase	VIRAL PROTEIN/IMMUNE SYSTEM	08/01/19	CryoEM derived model of NA-73 Fab in complex with N9 Shanghai2	INFLUENZA A VIRUS (A/ENVIRONMENT/SHANGHAI/S1439/2013(H7N9)); HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus(a/environment/shanghai/s1439/2013(h7n9)) 	Ward, A.B., Turner, H.L., Zhu, X.	3.17	ELECTRON MICROSCOPY			False	True	IGHV4	IGLV1	Lambda						Influensa A
4s1q	H	L	0	G	protein		hiv-1 gp120 core	VIRAL PROTEIN/IMMUNE SYSTEM	01/14/15	Crystal structure of a VRC01-lineage antibody, 45-VRC01.H03+06.D-001739, in complex with clade A/E HIV-1 gp120 core	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Kwon, Y.D., Yang, Y., Zhang, B., Kwong, P.D.	2.4	X-RAY DIFFRACTION	0.258	0.219	False	True	unknown	IGKV3	Kappa						Homo Sapiens
7jv6	F	G	0	E	protein		sars-cov-2 spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	08/20/20	SARS-CoV-2 spike in complex with the S2H13 neutralizing antibody (closed conformation)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Park, Y.J., Tortorici, M.A., Walls, A.C., Czudnochowski, N., Seattle Structural Genomics Center for Infectious Disease (SSGCID), Snell, G., Veesler, D.	3.0	ELECTRON MICROSCOPY			False	True	IGHV3	IGLV7	Lambda						SARS-CoV-2
